lower_bound,percentile,power_density_nW,upper_bound
0.01580125127342031,100,1.3859586984307867e-05,100.77777468830719
18.705559003228792,10,1.3859586984307867e-05,23.267958874144906
20.934300273484443,1,1.3859586984307867e-05,21.38773357106554
14.906805093024635,20,1.3859586984307867e-05,26.65950386165543
10.789864658250101,30,1.3859586984307867e-05,29.947745207478146
6.586626489023353,40,1.3859586984307867e-05,33.50661728062185
0.2571476094772304,50,1.3859586984307867e-05,36.75995244232982
0.1121633417423,60,1.3859586984307867e-05,41.45715126049607
0.06841356109025495,70,1.3859586984307867e-05,47.12945262807587
0.0489391897753392,80,1.3859586984307867e-05,54.47132673295505
0.030716555461277526,90,1.3859586984307867e-05,65.34998847690993
0.016589406450174208,100,0.022175339174892592,167.78127320088828
46.653367424135745,10,0.022175339174892592,55.89582759668503
50.059560856750146,1,0.022175339174892592,51.20814560511222
42.08279764290371,20,0.022175339174892592,60.84006216077343
35.69440847909651,30,0.022175339174892592,65.93681146146305
25.800605906551713,40,0.022175339174892592,71.9166466342335
2.345392767102413,50,0.022175339174892592,77.9361538208746
0.1230356894093276,60,0.022175339174892592,83.82242974867283
0.09425556089384043,70,0.022175339174892592,90.86646221200957
0.07484532868230202,80,0.022175339174892592,99.27894523104095
0.048079179930606855,90,0.022175339174892592,111.5738504861591
0.02031235497319634,100,0.030906878975006543,246.2886351991294
128.30458741474348,10,0.030906878975006543,139.6125416955235
133.3458645970818,1,0.030906878975006543,134.24561979557592
122.55587392414984,20,0.030906878975006543,144.5628774206113
115.7352269799997,30,0.030906878975006543,148.60266037266803
106.58917970963252,40,0.030906878975006543,152.66932050572981
46.73743652546665,50,0.030906878975006543,158.1810966842937
0.2663787555443051,60,0.030906878975006543,163.5724641634115
0.19776852880462145,70,0.030906878975006543,168.69475298248244
0.15235558105415134,80,0.030906878975006543,172.85255439673028
0.11035978479134073,90,0.030906878975006543,185.55205910360627
0.08387237025439946,100,0.06682573169467801,326.0020755873375
143.9392069541469,10,0.06682573169467801,161.3475482431881
151.2639450762614,1,0.06682573169467801,152.42170157545732
132.90669612428212,20,0.06682573169467801,168.53798386591703
122.07796015486592,30,0.06682573169467801,175.77663352405813
103.76889891162365,40,0.06682573169467801,182.76835458817348
29.500969103319715,50,0.06682573169467801,188.8915850881976
0.407614573369444,60,0.06682573169467801,192.23668076397232
0.3426665366709489,70,0.06682573169467801,200.78602298450642
0.29385164381381823,80,0.06682573169467801,211.1914729433357
0.2497830725428845,90,0.06682573169467801,227.64548838784503
0.20237345010506966,100,0.08981012365831499,347.9488693214901
206.86031154428883,10,0.08981012365831499,221.0768331884637
213.4425561518113,1,0.08981012365831499,214.81662071779098
198.16541361908975,20,0.08981012365831499,227.2832729300357
188.3428795443264,30,0.08981012365831499,232.64832880392143
174.8582463745139,40,0.08981012365831499,238.57963295464447
75.13352696644726,50,0.08981012365831499,243.44251764656715
0.6797880884094085,60,0.08981012365831499,246.5041489297493
0.5763142867365061,70,0.08981012365831499,253.95389467762558
0.5003524020087927,80,0.08981012365831499,265.52716483034334
0.4079779783178029,90,0.08981012365831499,278.4173477028841
0.3449768579522562,100,0.1083782783324549,374.03268016637975
181.68995062450668,10,0.1083782783324549,201.5607209798765
190.3139676076442,1,0.1083782783324549,192.018585195405
173.08352699253533,20,0.1083782783324549,209.39954167960576
160.99252980246314,30,0.1083782783324549,216.13751129531607
148.93685709182898,40,0.1083782783324549,225.11236369352025
59.25357017434249,50,0.1083782783324549,233.3678982642174
0.6571015668315722,60,0.1083782783324549,241.45146848520668
0.5911807530895179,70,0.1083782783324549,251.75732742495975
0.5396400875393732,80,0.1083782783324549,263.8063981741504
0.4922541360103784,90,0.1083782783324549,279.8996032957708
0.5777974613872101,100,0.17576838915843104,414.61751895553687
259.24395478271657,10,0.17576838915843104,278.71264243739625
268.6178496422508,1,0.17576838915843104,270.4542645301177
247.25557264359662,20,0.17576838915843104,286.89458948797716
234.68275540514213,30,0.17576838915843104,293.71729556754906
217.7170891025043,40,0.17576838915843104,299.2211535730866
103.73108007945568,50,0.17576838915843104,305.8501167508428
1.0300288795482195,60,0.17576838915843104,315.98244008478036
0.9487905108217578,70,0.17576838915843104,328.31552923967945
0.8804824502595521,80,0.17576838915843104,340.2749108155107
0.8088028220499809,90,0.17576838915843104,357.21467494629957
0.9820835334608096,100,0.2850619801560182,577.1499373548099
379.71938254777046,10,0.2850619801560182,398.4553093117424
387.5132429969908,1,0.2850619801560182,389.41544004420575
370.81268324937673,20,0.2850619801560182,408.1239289525544
356.354253201736,30,0.2850619801560182,417.3346230551757
333.0492842972829,40,0.2850619801560182,427.8958348500237
165.67862998961178,50,0.2850619801560182,439.0193995368934
1.8693140590486692,60,0.2850619801560182,453.5656933927834
1.7465711304255196,70,0.2850619801560182,467.90772046946296
1.6438972317731078,80,0.2850619801560182,482.04805620142656
1.5240245978645939,90,0.2850619801560182,490.2108490337754
1.9059869339241056,100,0.4623148275952227,758.3921460553803
566.5524538294958,10,0.4623148275952227,581.5587543176239
575.0575678512976,1,0.4623148275952227,576.9051285747319
554.7516356910938,20,0.4623148275952227,587.5199786187778
542.2656919646953,30,0.4623148275952227,596.4665268858242
526.0413729086039,40,0.4623148275952227,603.7676884724335
340.3772920884566,50,0.4623148275952227,610.8522750398167
2.7465450786135395,60,0.4623148275952227,620.3853217172707
2.634637168371996,70,0.4623148275952227,631.2704552151408
2.5222232099438298,80,0.4623148275952227,644.8684520111858
2.3612200157233842,90,0.4623148275952227,666.4891567418117
2.86903811903848,100,0.7167760902209894,580.4668092271679
398.43643336774034,10,0.7167760902209894,413.9662706558357
405.80052557150543,1,0.7167760902209894,407.31695402655265
387.27718904644325,20,0.7167760902209894,421.37684349146883
371.9639355639366,30,0.7167760902209894,428.46488290437605
355.4808396939656,40,0.7167760902209894,435.44630867500916
177.85103036741202,50,0.7167760902209894,443.603485580805
3.627384596549476,60,0.7167760902209894,454.02421990917964
3.309945893453301,70,0.7167760902209894,464.9892047000266
3.1845715949615347,80,0.7167760902209894,475.48758561344323
3.092586605176473,90,0.7167760902209894,491.1783082018547
5.654027394206593,100,1.1960507914349403,930.7652425964267
741.8231196671875,10,1.1960507914349403,761.7882718400868
751.6229859746095,1,1.1960507914349403,753.8811114477459
730.68775029251,20,1.1960507914349403,770.3549784866478
716.1834108694687,30,1.1960507914349403,778.7317865925702
695.4522205352432,40,1.1960507914349403,788.5487248586049
443.0863896279667,50,1.1960507914349403,798.6437451407927
6.825968377602863,60,1.1960507914349403,807.1606206521158
6.614332976885715,70,1.1960507914349403,815.9847474347588
6.441586301896222,80,1.1960507914349403,828.3272069357132
6.2946660400372245,90,1.1960507914349403,851.646758072584
9.19411610243861,100,1.9397606623469608,1419.848678993786
1178.2913646409793,10,1.9397606623469608,1202.138120499431
1189.6218310270085,1,1.9397606623469608,1191.7653375524606
1163.2406263274436,20,1.9397606623469608,1213.4843826219344
1140.0075790581827,30,1.9397606623469608,1223.3324562074174
1106.024919112428,40,1.9397606623469608,1235.4714632926407
777.7240739463687,50,1.9397606623469608,1247.4854164301144
10.48551766226551,60,1.9397606623469608,1258.9955696620787
10.169962974330783,70,1.9397606623469608,1274.5485863073527
9.901986374029171,80,1.9397606623469608,1291.0651605771047
9.746874225603609,90,1.9397606623469608,1319.3249907333995
8.904280548751187,100,3.145912743951723,934.184723132983
774.2054480793593,10,3.145912743951723,785.4801557946198
780.0720103197036,1,3.145912743951723,780.6682182684883
763.913670972325,20,3.145912743951723,791.4628092710527
753.7536926526378,30,3.145912743951723,797.9919244617835
737.3251251346028,40,3.145912743951723,806.3356981665361
500.873210724741,50,3.145912743951723,813.8566349525016
10.013880986404423,60,3.145912743951723,822.1882312632476
9.830220198510482,70,3.145912743951723,831.3154963434317
9.715689411524263,80,3.145912743951723,841.7697125032618
9.492855217086968,90,3.145912743951723,860.528177044156
8.569995346392918,100,3.146126245437886,698.8331571023576
501.91502974030965,10,3.146126245437886,523.5785507898559
513.4383632929216,1,3.146126245437886,515.8670139872859
491.5246104436811,20,3.146126245437886,531.5634755335618
476.6571400400399,30,3.146126245437886,539.7920685633658
456.1190547607199,40,3.146126245437886,549.2516451853257
270.2285350268756,50,3.146126245437886,557.3235133810617
9.962930332489158,60,3.146126245437886,564.6137842589811
9.716575127364203,70,3.146126245437886,574.9577134172657
9.522624688111279,80,3.146126245437886,587.1245545041622
9.196448018366072,90,3.146126245437886,609.2853084997465
