activation_time_s,mean_mcherry_intensity,region,point_idx,power_density_nW,experiment_time_s,mch_median_sub
0,585.5231167000002,activated,1,1.9397606623469608,0.0,-24.284364352232956
1,1060.880872,activated,1,1.9397606623469608,1.0,450.95158057207175
2,1476.282637,activated,1,1.9397606623469608,2.0,866.9552850565312
3,1733.119685,activated,1,1.9397606623469608,3.0,1121.0433614837639
4,1873.397649,activated,1,1.9397606623469608,4.0,1265.8958966901598
5,1973.555897,activated,1,1.9397606623469608,5.0,1362.6505477321555
6,2036.597678,activated,1,1.9397606623469608,6.0,1428.4144978176314
7,2075.840178,activated,1,1.9397606623469608,7.0,1466.1534359208517
8,2105.018777,activated,1,1.9397606623469608,8.0,1495.5187496817318
9,2127.822533,activated,1,1.9397606623469608,9.0,1518.6569113387586
10,2144.2604,activated,1,1.9397606623469608,10.0,1534.8477410258656
11,2152.746892,activated,1,1.9397606623469608,11.0,1542.3630241685473
12,2174.362627,activated,1,1.9397606623469608,12.0,1565.3728113176667
13,2180.990397,activated,1,1.9397606623469608,13.0,1572.6539574881317
14,2180.691224,activated,1,1.9397606623469608,14.0,1567.2327191046077
15,2189.385137,activated,1,1.9397606623469608,15.0,1578.5493027962732
16,2190.3198190000007,activated,1,1.9397606623469608,16.0,1579.22758539516
17,2200.682666,activated,1,1.9397606623469608,17.0,1592.0426080130328
18,2187.512428,activated,1,1.9397606623469608,18.0,1578.0553125248812
19,2201.235208,activated,1,1.9397606623469608,19.0,1591.9864204749047
20,2203.139722,activated,1,1.9397606623469608,20.0,1597.0219463046299
21,2198.987314,activated,1,1.9397606623469608,21.0,1589.0094690071223
22,2198.507934,activated,1,1.9397606623469608,22.0,1590.0599945876625
23,2205.219758,activated,1,1.9397606623469608,23.0,1598.8810123128146
24,2200.261811,activated,1,1.9397606623469608,24.0,1593.5478373474511
0,635.10009,activated,2,1.9397606623469608,198.0,29.25250385728657
1,1055.232897,activated,2,1.9397606623469608,199.0,450.8142959963549
2,1412.588765,activated,2,1.9397606623469608,200.0,807.4202413256868
3,1641.127564,activated,2,1.9397606623469608,201.0,1036.5526059895722
4,1761.962127,activated,2,1.9397606623469608,202.0,1156.455868363661
5,1839.652335,activated,2,1.9397606623469608,203.0,1234.8251150493084
6,1882.474073,activated,2,1.9397606623469608,204.0,1277.1238169816063
7,1904.484919,activated,2,1.9397606623469608,205.0,1298.9840727184937
8,1933.601782,activated,2,1.9397606623469608,206.0,1327.2885404718525
9,1949.28453,activated,2,1.9397606623469608,207.0,1343.287766854026
10,1970.539931,activated,2,1.9397606623469608,208.0,1365.817456593945
11,1969.20648,activated,2,1.9397606623469608,209.0,1362.8076745133799
12,1985.810741,activated,2,1.9397606623469608,210.0,1379.5715436819687
13,1984.772508,activated,2,1.9397606623469608,211.0,1377.9793451338664
14,1989.633669,activated,2,1.9397606623469608,212.0,1384.068617802986
15,1995.325863,activated,2,1.9397606623469608,213.0,1389.354404958235
16,1988.052777,activated,2,1.9397606623469608,214.0,1382.3050734556628
17,1996.457381,activated,2,1.9397606623469608,215.0,1391.0012150001144
18,1997.413174,activated,2,1.9397606623469608,216.0,1393.090040801261
19,1980.235179,activated,2,1.9397606623469608,217.0,1376.3571111806716
20,1982.705461,activated,2,1.9397606623469608,218.0,1375.4020683812346
21,1995.713514,activated,2,1.9397606623469608,219.0,1389.16399684295
22,1983.919395,activated,2,1.9397606623469608,220.0,1375.7261672187653
23,1988.80292,activated,2,1.9397606623469608,221.0,1382.3373771879174
24,1994.515499,activated,2,1.9397606623469608,222.0,1387.5755636337658
0,581.167945,activated,3,3.145912743951723,374.4,-38.26904289252809
1,978.6208726,activated,3,3.145912743951723,375.4,361.3114964609058
2,1272.473777,activated,3,3.145912743951723,376.4,653.107087969055
3,1419.182402,activated,3,3.145912743951723,377.4,800.0965980423965
4,1516.984811,activated,3,3.145912743951723,378.4,897.2428632300474
5,1557.528383,activated,3,3.145912743951723,379.4,937.5705904915442
6,1598.715801,activated,3,3.145912743951723,380.4,978.6134958146331
7,1609.555468,activated,3,3.145912743951723,381.4,990.2050230392349
8,1630.85536,activated,3,3.145912743951723,382.4,1009.6280537380019
9,1630.449566,activated,3,3.145912743951723,383.4,1010.2554384737508
10,1646.757181,activated,3,3.145912743951723,384.4,1025.4818125345598
11,1650.019839,activated,3,3.145912743951723,385.4,1028.1238682257372
12,1656.820472,activated,3,3.145912743951723,386.4,1033.1317773309916
13,1656.841542,activated,3,3.145912743951723,387.4,1034.1591695900288
14,1663.224978,activated,3,3.145912743951723,388.4,1043.0384415695696
15,1661.12055,activated,3,3.145912743951723,389.4,1040.4824069837339
16,1659.526624,activated,3,3.145912743951723,390.4,1038.120061549915
17,1662.266293,activated,3,3.145912743951723,391.4,1037.985205903593
18,1661.366639,activated,3,3.145912743951723,392.4,1038.9834631669987
19,1657.573385,activated,3,3.145912743951723,393.4,1035.800756618018
20,1658.376346,activated,3,3.145912743951723,394.4,1036.0531184292024
21,1654.054054,activated,3,3.145912743951723,395.4,1032.16656969363
22,1655.069881,activated,3,3.145912743951723,396.4,1030.665847434977
23,1657.163643,activated,3,3.145912743951723,397.4,1035.9646167217375
24,1644.770453,activated,3,3.145912743951723,398.4,1023.1773821419498
25,1642.301408,activated,3,3.145912743951723,399.4,1020.4266198895405
26,1633.98628,activated,3,3.145912743951723,400.4,1010.9385435420611
0,625.5065463,activated,4,3.145912743951723,468.0,-3.948267799373866
1,1061.447987,activated,4,3.145912743951723,469.0,431.3936382550944
2,1297.749261,activated,4,3.145912743951723,470.0,668.0941023761135
3,1459.0252039999998,activated,4,3.145912743951723,471.0,827.1248211172648
4,1542.859134,activated,4,3.145912743951723,472.0,910.8402454914808
5,1586.134229,activated,4,3.145912743951723,473.0,954.4844312369185
6,1627.624124,activated,4,3.145912743951723,474.0,997.2450882541837
7,1647.092345,activated,4,3.145912743951723,475.0,1014.7456750001724
8,1649.12091,activated,4,3.145912743951723,476.0,1015.621110404315
9,1671.291271,activated,4,3.145912743951723,477.0,1040.697135620916
10,1684.3596710000004,activated,4,3.145912743951723,478.0,1051.8926095296988
11,1688.9284,activated,4,3.145912743951723,479.0,1056.3503611178262
12,1697.439498,activated,4,3.145912743951723,480.0,1065.2848185470505
13,1695.691346,activated,4,3.145912743951723,481.0,1063.9744947236059
14,1705.604186,activated,4,3.145912743951723,482.0,1073.5374597469056
15,1702.812936,activated,4,3.145912743951723,483.0,1071.0368795941372
16,1699.732389,activated,4,3.145912743951723,484.0,1069.0202874280035
17,1699.199286,activated,4,3.145912743951723,485.0,1064.8745740449388
18,1712.7532030000002,activated,4,3.145912743951723,486.0,1081.1238179361446
19,1708.9942,activated,4,3.145912743951723,487.0,1075.9304108927481
20,1712.029309,activated,4,3.145912743951723,488.0,1076.9760064340621
21,1704.6231309999996,activated,4,3.145912743951723,489.0,1071.7942841804424
22,1702.584521,activated,4,3.145912743951723,490.0,1067.059550422448
23,1705.4511739999996,activated,4,3.145912743951723,491.0,1073.088232277651
24,1707.572596,activated,4,3.145912743951723,492.0,1074.2000567033992
25,1711.313229,activated,4,3.145912743951723,493.0,1076.8343418781803
26,1709.673243,activated,4,3.145912743951723,494.0,1075.9124710686065
0,653.4972217999998,activated,5,0.08981012365831499,644.4,2.664446999529673
1,681.6065085,activated,5,0.08981012365831499,645.4,33.84699178432288
2,734.8899585,activated,5,0.08981012365831499,646.4,83.25324792971344
3,778.1542311000002,activated,5,0.08981012365831499,647.4,124.1285689665824
4,805.7509217,activated,5,0.08981012365831499,648.4,153.63115077671
5,841.2907249,activated,5,0.08981012365831499,649.4,189.83081672860988
6,877.4046099999998,activated,5,0.08981012365831499,650.4,225.7062030908461
7,896.5176706,activated,5,0.08981012365831499,651.4,246.96422951080456
8,917.2704212,activated,5,0.08981012365831499,652.4,262.6649006105289
9,931.141394,activated,5,0.08981012365831499,653.4,276.1932309583415
10,945.0170581,activated,5,0.08981012365831499,654.4,292.42198887754853
11,955.365251,activated,5,0.08981012365831499,655.4,300.0959524525033
12,959.4167562,activated,5,0.08981012365831499,656.4,305.6382144616466
13,972.3936889,activated,5,0.08981012365831499,657.4,318.4084986489378
14,977.0641333,activated,5,0.08981012365831499,658.4,326.3722131763683
15,986.9800505,activated,5,0.08981012365831499,659.4,332.3405814351489
16,984.1918367,activated,5,0.08981012365831499,660.4,331.99021034007956
17,993.383627,activated,5,0.08981012365831499,661.4,340.12600924078777
18,990.1246843,activated,5,0.08981012365831499,662.4,337.8515179960692
19,994.340645,activated,5,0.08981012365831499,663.4,341.24031488762023
20,988.6936511,activated,5,0.08981012365831499,664.4,334.9115256522732
21,998.1625686,activated,5,0.08981012365831499,665.4,344.68065492844323
22,992.4407408,activated,5,0.08981012365831499,666.4,335.50749717333633
23,992.8010973,activated,5,0.08981012365831499,667.4,338.58735818325067
24,993.4477952,activated,5,0.08981012365831499,668.4,340.09463697159515
25,997.783958,activated,5,0.08981012365831499,669.4,343.5984015022955
26,993.8133306,activated,5,0.08981012365831499,670.4,339.2487038154187
27,995.7249804,activated,5,0.08981012365831499,671.4,341.90630760297074
28,991.5315296,activated,5,0.08981012365831499,672.4,336.9385377596658
29,1000.56827,activated,5,0.08981012365831499,673.4,346.6258384684056
30,1001.807205,activated,5,0.08981012365831499,674.4,346.65093545779916
31,1003.265027,activated,5,0.08981012365831499,675.4,350.2136154088838
32,1006.612727,activated,5,0.08981012365831499,676.4,352.26028311120285
33,1009.417139,activated,5,0.08981012365831499,677.4,353.7925343468597
34,1000.043255,activated,5,0.08981012365831499,678.4,344.2814840894596
35,1014.932923,activated,5,0.08981012365831499,679.4,361.4255613013697
36,1016.748849,activated,5,0.08981012365831499,680.4,361.42407179395263
37,1018.236862,activated,5,0.08981012365831499,681.4,363.03426696915926
38,1017.755398,activated,5,0.08981012365831499,682.4,362.0208822381444
39,1014.692995,activated,5,0.08981012365831499,683.4,359.53409946083013
40,1015.777502,activated,5,0.08981012365831499,684.4,359.86886595970157
41,1014.778018,activated,5,0.08981012365831499,685.4,357.9712806970083
42,1011.887427,activated,5,0.08981012365831499,686.4,357.1554025771835
43,1004.300328,activated,5,0.08981012365831499,687.4,349.73841724437966
44,1005.741533,activated,5,0.08981012365831499,688.4,350.32954403733845
0,681.9970447000002,activated,6,0.08981012365831499,792.0,20.033345604924648
1,699.4799720999998,activated,6,0.08981012365831499,793.0,38.58068406902339
2,733.2139344999998,activated,6,0.08981012365831499,794.0,70.4591986485865
3,767.2419833,activated,6,0.08981012365831499,795.0,104.8109052393279
4,801.3256422999998,activated,6,0.08981012365831499,796.0,139.2651447488305
5,829.4558481,activated,6,0.08981012365831499,797.0,168.01868861670755
6,851.4571950999998,activated,6,0.08981012365831499,798.0,190.40523085910309
7,875.3034807,activated,6,0.08981012365831499,799.0,212.50995607052732
8,887.8609922,activated,6,0.08981012365831499,800.0,226.37722360472515
9,902.7769617,activated,6,0.08981012365831499,801.0,240.5511382653325
10,915.4482945,activated,6,0.08981012365831499,802.0,252.9617608448791
11,924.7259094,activated,6,0.08981012365831499,803.0,262.60451183322016
12,929.4187651,activated,6,0.08981012365831499,804.0,268.7528419940577
13,935.4429181,activated,6,0.08981012365831499,805.0,271.6160639218987
14,938.818527,activated,6,0.08981012365831499,806.0,276.50718556974573
15,944.0438877,activated,6,0.08981012365831499,807.0,281.60232686204915
16,947.0628502,activated,6,0.08981012365831499,808.0,285.7589029794067
17,946.0099805,activated,6,0.08981012365831499,809.0,285.3404250759396
18,948.6340697,activated,6,0.08981012365831499,810.0,286.15825229511836
19,951.8726391,activated,6,0.08981012365831499,811.0,289.7924326851396
20,957.2470868,activated,6,0.08981012365831499,812.0,294.3211688791383
21,957.4993759,activated,6,0.08981012365831499,813.0,296.1231523733087
22,963.5404186,activated,6,0.08981012365831499,814.0,299.9430199663984
23,964.3101576,activated,6,0.08981012365831499,815.0,301.6705165399942
24,963.4162104,activated,6,0.08981012365831499,816.0,302.21056905777016
25,965.5690597,activated,6,0.08981012365831499,817.0,303.48071973315416
26,968.9315064,activated,6,0.08981012365831499,818.0,306.42932141869323
27,965.7967602,activated,6,0.08981012365831499,819.0,302.9168221599573
28,962.9020118,activated,6,0.08981012365831499,820.0,300.0810736856953
29,964.329242,activated,6,0.08981012365831499,821.0,302.373838682518
30,967.7499521,activated,6,0.08981012365831499,822.0,304.61843056132693
31,963.6622986,activated,6,0.08981012365831499,823.0,299.75602688982326
32,960.933103,activated,6,0.08981012365831499,824.0,296.64612621358026
33,961.872703,activated,6,0.08981012365831499,825.0,300.555082958521
34,964.8195489,activated,6,0.08981012365831499,826.0,300.65639927484426
0,682.5019595,activated,7,0.022175339174892592,910.8,21.58268632418651
1,687.0801462999998,activated,7,0.022175339174892592,911.8,23.221547194836944
2,697.6074317000001,activated,7,0.022175339174892592,912.8,36.077154926299386
3,709.4741313,activated,7,0.022175339174892592,913.8,45.77854203742936
4,720.1603855000002,activated,7,0.022175339174892592,914.8,58.988857591619194
5,730.4839724999998,activated,7,0.022175339174892592,915.8,67.77177672343521
6,739.8136035,activated,7,0.022175339174892592,916.8,77.5635908038497
7,749.1481116,activated,7,0.022175339174892592,917.8,87.98320043273691
8,757.934572,activated,7,0.022175339174892592,918.8,96.84726859093928
9,764.0945104,activated,7,0.022175339174892592,919.8,104.10765105027917
10,769.6617006,activated,7,0.022175339174892592,920.8,109.26040185252248
11,772.689465,activated,7,0.022175339174892592,921.8,111.45796808460727
12,776.8277121,activated,7,0.022175339174892592,922.8,115.20768688351211
13,787.720562,activated,7,0.022175339174892592,923.8,125.57104912086584
14,789.6234447,activated,7,0.022175339174892592,924.8,129.0520272288453
15,790.1085842,activated,7,0.022175339174892592,925.8,130.17861496703551
16,784.3213691000002,activated,7,0.022175339174892592,926.8,123.68126845227539
17,766.2371062999998,activated,7,0.022175339174892592,927.8,106.56923668130594
18,754.1693094,activated,7,0.022175339174892592,928.8,94.04679470396184
19,747.4709786000002,activated,7,0.022175339174892592,929.8,87.00740000759299
20,739.5989549,activated,7,0.022175339174892592,930.8,77.38774299819545
21,734.5624292,activated,7,0.022175339174892592,931.8,71.64685918309078
22,721.5692107000001,activated,7,0.022175339174892592,932.8,60.62577057969236
23,720.3625802,activated,7,0.022175339174892592,933.8,59.81171175105089
24,714.4469533,activated,7,0.022175339174892592,934.8,50.376859011820216
25,711.8814701,activated,7,0.022175339174892592,935.8,50.853686324637806
26,713.7100009,activated,7,0.022175339174892592,936.8,53.71654263923824
27,710.2688304,activated,7,0.022175339174892592,937.8,49.93407463547521
28,712.9006706,activated,7,0.022175339174892592,938.8,53.77749572384903
29,706.6406712,activated,7,0.022175339174892592,939.8,44.59079651688387
30,703.1198768999999,activated,7,0.022175339174892592,940.8,43.74065895783042
31,705.1780997000002,activated,7,0.022175339174892592,941.8,44.13757138986591
32,701.7440763999998,activated,7,0.022175339174892592,942.8,41.617423536262436
33,699.4590647000001,activated,7,0.022175339174892592,943.8,37.43688969687241
34,700.8543502,activated,7,0.022175339174892592,944.8,41.793329602702215
35,701.7333758999998,activated,7,0.022175339174892592,945.8,41.05048093167761
36,698.875815,activated,7,0.022175339174892592,946.8,39.641064603300606
37,698.9865242000002,activated,7,0.022175339174892592,947.8,37.96130266329942
38,698.4460766,activated,7,0.022175339174892592,948.8,37.341965392631096
39,697.8814643,activated,7,0.022175339174892592,949.8,36.29439963176958
40,700.0716869,activated,7,0.022175339174892592,950.8,37.56780439628881
41,700.2518767999999,activated,7,0.022175339174892592,951.8,38.7434304855924
42,697.7527853999999,activated,7,0.022175339174892592,952.8,36.868216871193454
0,627.9086771000002,activated,8,1.3859586984307867e-05,1105.2,-28.10893892546278
1,629.2303887,activated,8,1.3859586984307867e-05,1106.2,-24.524820312656175
2,632.7258803,activated,8,1.3859586984307867e-05,1107.2,-22.9510393609703
3,633.0729352000002,activated,8,1.3859586984307867e-05,1108.2,-20.075548643134084
4,634.7810375,activated,8,1.3859586984307867e-05,1109.2,-18.59290641296559
5,634.93445,activated,8,1.3859586984307867e-05,1110.2,-20.791405005039223
6,636.6957123,activated,8,1.3859586984307867e-05,1111.2,-19.2001530879553
7,640.4696839,activated,8,1.3859586984307867e-05,1112.2,-11.358972068153093
8,640.3063547,activated,8,1.3859586984307867e-05,1113.2,-11.195621233238285
9,640.8866548999998,activated,8,1.3859586984307867e-05,1114.2,-13.496129276431475
10,644.0555926,activated,8,1.3859586984307867e-05,1115.2,-9.119905175843542
11,643.1280924,activated,8,1.3859586984307867e-05,1116.2,-9.80203941478203
12,643.3508985000002,activated,8,1.3859586984307867e-05,1117.2,-8.57990593440229
13,645.6515052,activated,8,1.3859586984307867e-05,1118.2,-7.780970797986242
14,650.8716753,activated,8,1.3859586984307867e-05,1119.2,-3.203961364422753
15,651.9422998,activated,8,1.3859586984307867e-05,1120.2,-1.7161356559123533
16,651.9425785,activated,8,1.3859586984307867e-05,1121.2,0.2628756966524861
17,653.9443551,activated,8,1.3859586984307867e-05,1122.2,0.15143785669374665
18,652.3983975,activated,8,1.3859586984307867e-05,1123.2,-0.9239933729623999
19,654.24819,activated,8,1.3859586984307867e-05,1124.2,1.175529652117234
20,656.3321857000002,activated,8,1.3859586984307867e-05,1125.2,4.508466064699974
21,652.6181148,activated,8,1.3859586984307867e-05,1126.2,-1.0001188856177805
22,652.2909222999998,activated,8,1.3859586984307867e-05,1127.2,-0.23731863886428073
23,654.4182657,activated,8,1.3859586984307867e-05,1128.2,0.17784700856088875
24,651.1257467999999,activated,8,1.3859586984307867e-05,1129.2,-0.17737216931857347
25,651.5070282,activated,8,1.3859586984307867e-05,1130.2,-3.7114893678442513
26,651.488867,activated,8,1.3859586984307867e-05,1131.2,-1.1890985355106523
27,651.1808924,activated,8,1.3859586984307867e-05,1132.2,0.18851025875801497
28,648.6693878,activated,8,1.3859586984307867e-05,1133.2,-4.561164758742052
29,648.8582866,activated,8,1.3859586984307867e-05,1134.2,-3.987660521313387
30,646.4851221,activated,8,1.3859586984307867e-05,1135.2,-5.605380543342676
31,647.4679478999999,activated,8,1.3859586984307867e-05,1136.2,-2.465959459007081
32,645.1585798,activated,8,1.3859586984307867e-05,1137.2,-7.547184046057282
33,646.4715476,activated,8,1.3859586984307867e-05,1138.2,-5.545866539730696
34,646.4340059,activated,8,1.3859586984307867e-05,1139.2,-5.1914147109439455
35,646.0885825,activated,8,1.3859586984307867e-05,1140.2,-5.435927242486741
36,646.821041,activated,8,1.3859586984307867e-05,1141.2,-5.911452623815535
37,644.7507127,activated,8,1.3859586984307867e-05,1142.2,-7.88088523882891
38,643.0324789,activated,8,1.3859586984307867e-05,1143.2,-9.81850255350139
39,644.2945162000002,activated,8,1.3859586984307867e-05,1144.2,-6.604633315173828
40,643.2057596,activated,8,1.3859586984307867e-05,1145.2,-8.690378644030034
41,642.7683977999999,activated,8,1.3859586984307867e-05,1146.2,-10.932807590678749
42,644.7598165,activated,8,1.3859586984307867e-05,1147.2,-7.053707665608158
43,641.0227944000002,activated,8,1.3859586984307867e-05,1148.2,-12.074135244909371
44,641.9426772,activated,8,1.3859586984307867e-05,1149.2,-10.211349786348023
45,642.0250472,activated,8,1.3859586984307867e-05,1150.2,-8.96101900429096
46,641.178808,activated,8,1.3859586984307867e-05,1151.2,-10.491111786647139
47,640.5825413,activated,8,1.3859586984307867e-05,1152.2,-13.529370567843216
48,642.2244782,activated,8,1.3859586984307867e-05,1153.2,-7.932516429676298
49,640.5173745,activated,8,1.3859586984307867e-05,1154.2,-8.628591171730363
50,640.1552182,activated,8,1.3859586984307867e-05,1155.2,-12.84265224192768
51,638.6509884999998,activated,8,1.3859586984307867e-05,1156.2,-12.118258431265417
52,639.0934944,activated,8,1.3859586984307867e-05,1157.2,-12.171429457318709
53,634.5716898,activated,8,1.3859586984307867e-05,1158.2,-14.784069676603508
54,637.9516417,activated,8,1.3859586984307867e-05,1159.2,-14.320444463816216
55,640.6696839,activated,8,1.3859586984307867e-05,1160.2,-9.808040808819783
56,635.8504369,activated,8,1.3859586984307867e-05,1161.2,-16.89213478637339
57,636.9281331,activated,8,1.3859586984307867e-05,1162.2,-13.591300768182919
58,635.2646965,activated,8,1.3859586984307867e-05,1163.2,-15.548581110091845
59,636.6594246000002,activated,8,1.3859586984307867e-05,1164.2,-14.030615520005313
60,637.5820304,activated,8,1.3859586984307867e-05,1165.2,-12.533978961671096
61,636.8020147000002,activated,8,1.3859586984307867e-05,1166.2,-14.175505762587136
62,634.5470723,activated,8,1.3859586984307867e-05,1167.2,-17.031383500475272
63,639.0407234,activated,8,1.3859586984307867e-05,1168.2,-13.346093302621739
64,640.6212965,activated,8,1.3859586984307867e-05,1169.2,-10.621900971989817
65,640.2437658,activated,8,1.3859586984307867e-05,1170.2,-10.666434928742206
66,637.0360206,activated,8,1.3859586984307867e-05,1171.2,-13.817985276310651
67,638.8208030000002,activated,8,1.3859586984307867e-05,1172.2,-12.392511895473717
68,639.3397392999998,activated,8,1.3859586984307867e-05,1173.2,-8.646707265584496
69,638.6164543,activated,8,1.3859586984307867e-05,1174.2,-13.516965864518738
70,640.4761633999998,activated,8,1.3859586984307867e-05,1175.2,-13.070615655640268
71,637.5232328,activated,8,1.3859586984307867e-05,1176.2,-13.909154920264655
72,636.5862455,activated,8,1.3859586984307867e-05,1177.2,-13.813377733250377
73,635.6944698,activated,8,1.3859586984307867e-05,1178.2,-16.192048948329443
74,640.3195517999999,activated,8,1.3859586984307867e-05,1179.2,-10.861703821765218
75,638.1063489000002,activated,8,1.3859586984307867e-05,1180.2,-11.886765545351977
